Query.Sequence,Reference.Sequence,ANI.match,Aligned.orthologous.sequences,Total.sequence.fragments
42_bin.6,44_bin.27,76.2065,68,1139
42_bin.6,44_bin.41,99.2671,844,1139
42_bin.6,44_bin.50,76.5979,245,1139
42_bin.6,45_bin.16,75.3503,66,1139
42_bin.6,46_bin.21,76.8243,246,1139
42_bin.6,46_bin.56,79.5905,315,1139
42_bin.6,46_bin.59,76.129,69,1139
42_bin.6,46_bin.73,76.4969,181,1139
42_bin.6,47_bin.13,76.7118,171,1139
42_bin.6,47_bin.30,76.478,210,1139
42_bin.6,47_bin.61,99.7659,1084,1139
42_bin.6,47_bin.64,75.6679,66,1139
42_bin.6,48_bin.50,76.5659,243,1139
42_bin.6,48_bin.65,99.7434,1057,1139
42_bin.6,49_bin.10,76.4891,235,1139
42_bin.6,49_bin.68,75.9192,65,1139
42_bin.6,49_bin.94,78.3499,348,1139
42_bin.6,50_bin.1,75.2797,68,1139
43_bin.28,11_bin.53,75.8762,55,1108
43_bin.28,21_bin.10,75.7517,65,1108
43_bin.28,23_bin.50,75.7248,50,1108
43_bin.28,24_bin.64,75.9714,67,1108
43_bin.28,26_bin.35,99.7159,1017,1108
43_bin.28,26_bin.9,75.3855,50,1108
43_bin.28,27_bin.15,75.6225,53,1108
43_bin.28,28_bin.46,75.8864,70,1108
43_bin.28,28_bin.47,75.5539,51,1108
43_bin.28,29_bin.10,99.6078,1004,1108
43_bin.28,29_bin.35,75.565,52,1108
43_bin.28,29_bin.53,75.8094,66,1108
43_bin.28,31_bin.18,75.9247,71,1108
43_bin.28,31_bin.4,75.5386,52,1108
43_bin.28,32_bin.53,75.5229,51,1108
43_bin.28,34_bin.2,75.9587,75,1108
43_bin.28,34_bin.7,99.2807,924,1108
43_bin.28,36_bin.22,76.2378,58,1108
43_bin.28,36_bin.32,99.3147,933,1108
43_bin.28,36_bin.39,75.5935,51,1108
43_bin.28,37_bin.57,75.503,52,1108
43_bin.28,38_bin.9,75.3284,51,1108
43_bin.28,39_bin.46,75.9649,65,1108
43_bin.28,41_bin.32,75.4779,51,1108
43_bin.28,41_bin.35,75.7652,68,1108
43_bin.28,41_bin.37,99.6402,1012,1108
43_bin.28,41_bin.38,78.5191,209,1108
43_bin.28,42_bin.21,75.4617,50,1108
43_bin.28,42_bin.6,75.897,68,1108
43_bin.28,43_bin.28,100,1096,1108
43_bin.28,43_bin.34,75.8708,66,1108
43_bin.28,43_bin.59,75.5604,52,1108
43_bin.28,44_bin.27,99.5238,972,1108
43_bin.28,44_bin.41,76.0833,61,1108
43_bin.28,46_bin.56,75.7148,53,1108
43_bin.28,46_bin.59,99.5123,977,1108
43_bin.28,47_bin.61,76.1875,69,1108
43_bin.28,47_bin.64,99.2663,847,1108
43_bin.28,48_bin.65,75.9115,62,1108
43_bin.28,49_bin.68,99.5812,969,1108
43_bin.28,49_bin.94,75.9208,50,1108
43_bin.34,11_bin.53,99.202,775,1152
43_bin.34,21_bin.10,99.5984,1027,1152
43_bin.34,21_bin.47,76.6458,249,1152
43_bin.34,22_bin.14,76.3771,252,1152
43_bin.34,22_bin.5,98.6706,644,1152
43_bin.34,23_bin.50,76.5027,258,1152
43_bin.34,24_bin.42,76.4704,176,1152
43_bin.34,24_bin.63,76.4101,256,1152
43_bin.34,24_bin.64,99.6861,1054,1152
43_bin.34,25_bin.7,75.4114,64,1152
43_bin.34,26_bin.35,76.0204,79,1152
43_bin.34,26_bin.9,76.3879,262,1152
43_bin.34,27_bin.15,76.304,265,1152
43_bin.34,28_bin.46,99.6611,1060,1152
43_bin.34,28_bin.47,76.3958,256,1152
43_bin.34,29_bin.10,75.8872,79,1152
43_bin.34,29_bin.22,76.363,235,1152
43_bin.34,29_bin.35,76.4523,254,1152
43_bin.34,29_bin.53,99.6526,1036,1152
43_bin.34,31_bin.18,99.6493,1035,1152
43_bin.34,31_bin.4,76.2644,260,1152
43_bin.34,32_bin.53,76.4037,257,1152
43_bin.34,34_bin.28,76.3934,88,1152
43_bin.34,34_bin.29,76.3567,246,1152
43_bin.34,34_bin.2,99.6807,1062,1152
43_bin.34,34_bin.7,76.9414,80,1152
43_bin.34,36_bin.22,99.1251,773,1152
43_bin.34,36_bin.32,78.4484,76,1152
43_bin.34,36_bin.39,76.4205,257,1152
43_bin.34,37_bin.57,76.4059,250,1152
43_bin.34,38_bin.9,76.4807,244,1152
43_bin.34,39_bin.35,76.3507,250,1152
43_bin.34,39_bin.46,99.5701,1012,1152
43_bin.34,40_bin.5,75.2066,66,1152
43_bin.34,41_bin.32,76.4045,248,1152
43_bin.34,41_bin.35,99.7216,1065,1152
43_bin.34,41_bin.37,75.9349,80,1152
43_bin.34,41_bin.38,75.9794,82,1152
43_bin.34,41_bin.76,77.967,306,1152
43_bin.34,42_bin.21,76.2503,245,1152
43_bin.34,42_bin.6,99.7732,1098,1152
43_bin.34,43_bin.28,75.7334,72,1152
43_bin.34,43_bin.34,100,1149,1152
43_bin.34,43_bin.39,78.2115,354,1152
43_bin.34,43_bin.59,76.3337,244,1152
43_bin.34,44_bin.27,75.9295,77,1152
43_bin.34,44_bin.41,99.2561,847,1152
43_bin.34,44_bin.50,76.4304,251,1152
43_bin.34,45_bin.16,75.2399,71,1152
43_bin.34,46_bin.21,76.3104,257,1152
43_bin.34,46_bin.56,79.4056,328,1152
43_bin.34,46_bin.59,75.9852,73,1152
43_bin.34,46_bin.73,76.4856,183,1152
43_bin.34,47_bin.13,76.4362,179,1152
43_bin.34,47_bin.30,76.3087,218,1152
43_bin.34,47_bin.61,99.8268,1094,1152
43_bin.34,47_bin.64,75.6941,69,1152
43_bin.34,48_bin.50,76.3643,246,1152
43_bin.34,48_bin.65,99.7708,1071,1152
43_bin.34,49_bin.10,76.2955,240,1152
43_bin.34,49_bin.68,76.0252,75,1152
43_bin.34,49_bin.94,78.183,354,1152
43_bin.34,50_bin.1,75.2436,74,1152
43_bin.39,11_bin.53,78.1953,261,1047
43_bin.39,21_bin.10,78.3061,325,1047
43_bin.39,21_bin.47,76.0304,180,1047
43_bin.39,22_bin.14,76.0405,188,1047
43_bin.39,22_bin.5,78.1098,217,1047
43_bin.39,23_bin.50,76.0289,190,1047
43_bin.39,24_bin.42,76.5671,163,1047
43_bin.39,24_bin.63,76.2143,182,1047
43_bin.39,24_bin.64,78.3018,332,1047
43_bin.39,26_bin.35,75.5442,56,1047
43_bin.39,26_bin.9,76.0893,179,1047
43_bin.39,27_bin.15,76.017,195,1047
43_bin.39,28_bin.46,78.3059,330,1047
43_bin.39,28_bin.47,76.0581,189,1047
43_bin.39,29_bin.10,75.5377,57,1047
43_bin.39,29_bin.22,76.5187,211,1047
43_bin.39,29_bin.35,76.0591,195,1047
43_bin.39,29_bin.53,78.292,325,1047
43_bin.39,31_bin.18,78.3177,331,1047
43_bin.39,31_bin.4,76.0155,195,1047
43_bin.39,32_bin.53,76.0401,186,1047
43_bin.39,34_bin.28,76.172,115,1047
43_bin.39,34_bin.29,76.0971,185,1047
43_bin.39,34_bin.2,78.2587,332,1047
43_bin.39,34_bin.7,75.5003,56,1047
43_bin.39,36_bin.22,78.0956,265,1047
43_bin.39,36_bin.32,75.6262,50,1047
43_bin.39,36_bin.39,76.0516,187,1047
43_bin.39,37_bin.57,76.0746,179,1047
43_bin.39,38_bin.9,76.0734,185,1047
43_bin.39,39_bin.35,76.0078,187,1047
43_bin.39,39_bin.46,78.3551,316,1047
43_bin.39,41_bin.32,76.0428,185,1047
43_bin.39,41_bin.35,78.2779,333,1047
43_bin.39,41_bin.37,75.5447,60,1047
43_bin.39,41_bin.76,98.9668,744,1047
43_bin.39,42_bin.21,76.0243,187,1047
43_bin.39,42_bin.6,78.3601,331,1047
43_bin.39,43_bin.28,75.2121,50,1047
43_bin.39,43_bin.34,78.3068,342,1047
43_bin.39,43_bin.39,100,1029,1047
43_bin.39,43_bin.59,76.009,190,1047
43_bin.39,44_bin.27,75.5989,55,1047
43_bin.39,44_bin.41,78.1714,292,1047
43_bin.39,44_bin.50,76.0649,181,1047
43_bin.39,46_bin.21,76.0863,184,1047
43_bin.39,46_bin.56,98.9663,797,1047
43_bin.39,46_bin.59,75.6631,50,1047
43_bin.39,46_bin.73,76.5524,174,1047
43_bin.39,47_bin.13,76.2962,178,1047
43_bin.39,47_bin.30,76.1064,158,1047
43_bin.39,47_bin.61,78.3657,330,1047
43_bin.39,48_bin.50,76.0945,183,1047
43_bin.39,48_bin.65,78.2239,337,1047
43_bin.39,49_bin.10,76.0621,181,1047
43_bin.39,49_bin.68,75.622,56,1047
43_bin.39,49_bin.94,99.162,840,1047
43_bin.59,11_bin.53,77.8438,223,1286
43_bin.59,21_bin.10,81.5028,329,1286
43_bin.59,21_bin.47,99.7256,1126,1286
43_bin.59,22_bin.14,99.6624,1156,1286
43_bin.59,22_bin.5,76.3962,171,1286
43_bin.59,23_bin.50,99.5984,1138,1286
43_bin.59,24_bin.42,79.0385,444,1286
43_bin.59,24_bin.63,99.6543,1152,1286
43_bin.59,24_bin.64,77.6143,281,1286
43_bin.59,25_bin.7,75.8253,92,1286
43_bin.59,26_bin.35,75.4418,67,1286
43_bin.59,26_bin.9,99.7053,1170,1286
43_bin.59,27_bin.15,99.7426,1215,1286
43_bin.59,28_bin.46,76.3401,275,1286
43_bin.59,28_bin.47,99.7464,1176,1286
43_bin.59,29_bin.10,75.5011,65,1286
43_bin.59,29_bin.22,80.239,621,1286
43_bin.59,29_bin.35,99.7435,1186,1286
43_bin.59,29_bin.53,76.5431,266,1286
43_bin.59,31_bin.18,76.2083,277,1286
43_bin.59,31_bin.4,99.7639,1188,1286
43_bin.59,32_bin.53,99.7041,1164,1286
43_bin.59,34_bin.29,99.7336,1165,1286
43_bin.59,34_bin.2,77.1775,287,1286
43_bin.59,34_bin.7,75.4204,70,1286
43_bin.59,36_bin.22,75.9584,213,1286
43_bin.59,36_bin.32,75.3254,62,1286
43_bin.59,36_bin.39,99.7601,1167,1286
43_bin.59,37_bin.57,99.7362,1157,1286
43_bin.59,38_bin.9,99.7169,1193,1286
43_bin.59,39_bin.35,99.6952,1167,1286
43_bin.59,39_bin.46,76.1522,263,1286
43_bin.59,40_bin.5,75.5056,86,1286
43_bin.59,41_bin.32,99.7379,1186,1286
43_bin.59,41_bin.35,76.4189,263,1286
43_bin.59,41_bin.37,75.4844,68,1286
43_bin.59,41_bin.38,75.8188,83,1286
43_bin.59,41_bin.76,76.0167,174,1286
43_bin.59,42_bin.21,99.7439,1172,1286
43_bin.59,42_bin.6,76.2985,266,1286
43_bin.59,43_bin.28,75.3289,56,1286
43_bin.59,43_bin.34,76.162,269,1286
43_bin.59,43_bin.39,76.0904,192,1286
43_bin.59,43_bin.59,99.9999,1269,1286
43_bin.59,44_bin.27,75.4494,67,1286
43_bin.59,44_bin.41,76.3384,229,1286
43_bin.59,44_bin.50,99.7062,1158,1286
43_bin.59,45_bin.16,76.0029,96,1286
43_bin.59,46_bin.21,99.727,1176,1286
43_bin.59,46_bin.56,76.0001,179,1286
43_bin.59,46_bin.59,75.3415,64,1286
43_bin.59,46_bin.73,78.8195,452,1286
43_bin.59,47_bin.13,78.9601,477,1286
43_bin.59,47_bin.30,99.1073,938,1286
43_bin.59,47_bin.61,76.282,263,1286
43_bin.59,47_bin.64,75.3687,56,1286
43_bin.59,48_bin.50,99.6018,1146,1286
43_bin.59,48_bin.65,76.1945,261,1286
43_bin.59,49_bin.10,99.7114,1153,1286
43_bin.59,49_bin.68,75.4078,63,1286
43_bin.59,49_bin.94,76.1885,196,1286
43_bin.59,50_bin.1,75.7053,98,1286
44_bin.27,11_bin.53,75.9088,65,1214
44_bin.27,21_bin.10,75.7692,87,1214
44_bin.27,21_bin.47,75.602,56,1214
44_bin.27,22_bin.14,75.5593,63,1214
44_bin.27,22_bin.5,75.9418,53,1214
44_bin.27,23_bin.50,75.4257,64,1214
44_bin.27,24_bin.42,75.2051,55,1214
44_bin.27,24_bin.63,75.5939,62,1214
44_bin.27,24_bin.64,76.0463,85,1214
44_bin.27,26_bin.35,99.6665,1117,1214
44_bin.27,26_bin.9,75.4048,64,1214
44_bin.27,27_bin.15,75.534,66,1214
44_bin.27,28_bin.46,76.0275,86,1214
44_bin.27,28_bin.47,75.492,67,1214
44_bin.27,29_bin.10,99.6768,1105,1214
44_bin.27,29_bin.22,75.2738,72,1214
44_bin.27,29_bin.35,75.505,69,1214
44_bin.27,29_bin.53,75.8006,82,1214
44_bin.27,31_bin.18,76.1641,85,1214
44_bin.27,31_bin.4,75.5176,65,1214
44_bin.27,32_bin.53,75.4319,62,1214
44_bin.27,34_bin.29,75.3753,59,1214
44_bin.27,34_bin.2,76.1016,91,1214
44_bin.27,34_bin.7,99.4122,1004,1214
44_bin.27,36_bin.22,75.9062,66,1214
44_bin.27,36_bin.32,99.4183,1009,1214
44_bin.27,36_bin.39,75.5312,64,1214
44_bin.27,37_bin.57,75.4522,67,1214
44_bin.27,38_bin.9,75.3688,59,1214
44_bin.27,39_bin.35,75.574,57,1214
44_bin.27,39_bin.46,75.9446,79,1214
44_bin.27,41_bin.32,75.5149,63,1214
44_bin.27,41_bin.35,75.8186,78,1214
44_bin.27,41_bin.37,99.7229,1115,1214
44_bin.27,41_bin.38,77.4347,246,1214
44_bin.27,41_bin.76,75.8147,51,1214
44_bin.27,42_bin.21,75.42,63,1214
44_bin.27,42_bin.6,76.0294,82,1214
44_bin.27,43_bin.28,99.3458,966,1214
44_bin.27,43_bin.34,75.8628,80,1214
44_bin.27,43_bin.39,75.73,51,1214
44_bin.27,43_bin.59,75.4847,66,1214
44_bin.27,44_bin.27,100,1205,1214
44_bin.27,44_bin.41,76.0393,76,1214
44_bin.27,44_bin.50,75.3988,61,1214
44_bin.27,45_bin.16,75.2994,52,1214
44_bin.27,46_bin.21,75.4935,64,1214
44_bin.27,46_bin.56,75.7751,53,1214
44_bin.27,46_bin.59,99.6887,1061,1214
44_bin.27,47_bin.30,75.2353,65,1214
44_bin.27,47_bin.61,76.3204,85,1214
44_bin.27,47_bin.64,99.3256,920,1214
44_bin.27,48_bin.50,75.5318,60,1214
44_bin.27,48_bin.65,75.9247,79,1214
44_bin.27,49_bin.10,75.4357,63,1214
44_bin.27,49_bin.68,99.6451,1062,1214
44_bin.27,49_bin.94,75.8513,62,1214
44_bin.27,50_bin.1,75.4467,50,1214
44_bin.41,11_bin.53,98.9562,671,929
44_bin.41,21_bin.10,99.3858,829,929
44_bin.41,21_bin.47,76.5687,219,929
44_bin.41,22_bin.14,76.3112,225,929
44_bin.41,22_bin.5,98.5629,567,929
44_bin.41,23_bin.50,76.4615,222,929
44_bin.41,24_bin.42,76.5414,155,929
44_bin.41,24_bin.63,76.4684,219,929
44_bin.41,24_bin.64,99.4934,838,929
44_bin.41,26_bin.35,76.3191,60,929
44_bin.41,26_bin.9,76.3672,223,929
44_bin.41,27_bin.15,76.3342,229,929
44_bin.41,28_bin.46,99.6267,847,929
44_bin.41,28_bin.47,76.3779,216,929
44_bin.41,29_bin.10,76.3874,61,929
44_bin.41,29_bin.22,76.6039,198,929
44_bin.41,29_bin.35,76.3976,218,929
44_bin.41,29_bin.53,99.5559,820,929
44_bin.41,31_bin.18,99.5489,841,929
44_bin.41,31_bin.4,76.3894,219,929
44_bin.41,32_bin.53,76.3745,216,929
44_bin.41,34_bin.28,76.4163,67,929
44_bin.41,34_bin.29,76.3206,217,929
44_bin.41,34_bin.2,99.6344,859,929
44_bin.41,34_bin.7,76.4719,55,929
44_bin.41,36_bin.22,99.0171,693,929
44_bin.41,36_bin.32,78.4645,61,929
44_bin.41,36_bin.39,76.3246,225,929
44_bin.41,37_bin.57,76.4,216,929
44_bin.41,38_bin.9,76.3548,209,929
44_bin.41,39_bin.35,76.4087,211,929
44_bin.41,39_bin.46,99.5431,826,929
44_bin.41,41_bin.32,76.3539,218,929
44_bin.41,41_bin.35,99.5966,841,929
44_bin.41,41_bin.37,76.5611,59,929
44_bin.41,41_bin.38,76.2198,71,929
44_bin.41,41_bin.76,77.9363,271,929
44_bin.41,42_bin.21,76.4288,211,929
44_bin.41,42_bin.6,99.589,860,929
44_bin.41,43_bin.28,75.9318,54,929
44_bin.41,43_bin.34,99.68,864,929
44_bin.41,43_bin.39,78.1779,299,929
44_bin.41,43_bin.59,76.3863,212,929
44_bin.41,44_bin.27,76.3874,60,929
44_bin.41,44_bin.41,100,916,929
44_bin.41,44_bin.50,76.3241,216,929
44_bin.41,46_bin.21,76.4478,219,929
44_bin.41,46_bin.56,79.8091,279,929
44_bin.41,46_bin.59,76.375,55,929
44_bin.41,46_bin.73,77.3483,154,929
44_bin.41,47_bin.13,77.2073,153,929
44_bin.41,47_bin.30,76.4862,184,929
44_bin.41,47_bin.61,99.659,859,929
44_bin.41,47_bin.64,75.9041,53,929
44_bin.41,48_bin.50,76.3151,218,929
44_bin.41,48_bin.65,99.6703,866,929
44_bin.41,49_bin.10,76.444,210,929
44_bin.41,49_bin.68,76.2656,54,929
44_bin.41,49_bin.94,78.3827,298,929
44_bin.41,50_bin.1,75.357,56,929
44_bin.50,11_bin.53,77.8806,218,1237
44_bin.50,21_bin.10,81.7181,315,1237
44_bin.50,21_bin.47,99.7023,1099,1237
44_bin.50,22_bin.14,99.6466,1113,1237
44_bin.50,22_bin.5,76.4162,172,1237
44_bin.50,23_bin.50,99.6356,1105,1237
44_bin.50,24_bin.42,78.9018,442,1237
44_bin.50,24_bin.63,99.6342,1120,1237
44_bin.50,24_bin.64,77.6775,271,1237
44_bin.50,25_bin.7,75.7305,93,1237
44_bin.50,26_bin.35,75.6107,55,1237
44_bin.50,26_bin.9,99.7585,1138,1237
44_bin.50,27_bin.15,99.748,1177,1237
44_bin.50,28_bin.46,76.4775,258,1237
44_bin.50,28_bin.47,99.7106,1139,1237
44_bin.50,29_bin.10,75.5321,52,1237
44_bin.50,29_bin.22,80.1651,610,1237
44_bin.50,29_bin.35,99.7235,1161,1237
44_bin.50,29_bin.53,76.6985,256,1237
44_bin.50,31_bin.18,76.4251,259,1237
44_bin.50,31_bin.4,99.756,1158,1237
44_bin.50,32_bin.53,99.6919,1124,1237
44_bin.50,34_bin.29,99.7017,1135,1237
44_bin.50,34_bin.2,77.3002,285,1237
44_bin.50,34_bin.7,75.5587,55,1237
44_bin.50,36_bin.22,76.152,207,1237
44_bin.50,36_bin.39,99.7109,1139,1237
44_bin.50,37_bin.57,99.7613,1126,1237
44_bin.50,38_bin.9,99.7811,1164,1237
44_bin.50,39_bin.35,99.6862,1131,1237
44_bin.50,39_bin.46,76.3662,248,1237
44_bin.50,40_bin.5,75.5295,86,1237
44_bin.50,41_bin.32,99.7291,1150,1237
44_bin.50,41_bin.35,76.492,257,1237
44_bin.50,41_bin.37,75.591,55,1237
44_bin.50,41_bin.38,75.753,73,1237
44_bin.50,41_bin.76,76.0486,169,1237
44_bin.50,42_bin.21,99.7125,1142,1237
44_bin.50,42_bin.6,76.461,259,1237
44_bin.50,43_bin.34,76.4213,258,1237
44_bin.50,43_bin.39,76.1933,191,1237
44_bin.50,43_bin.59,99.7399,1149,1237
44_bin.50,44_bin.27,75.5407,54,1237
44_bin.50,44_bin.41,76.2713,230,1237
44_bin.50,44_bin.50,100,1225,1237
44_bin.50,45_bin.16,75.7812,95,1237
44_bin.50,46_bin.21,99.7058,1138,1237
44_bin.50,46_bin.56,76.0343,174,1237
44_bin.50,46_bin.73,78.8096,446,1237
44_bin.50,47_bin.13,78.838,476,1237
44_bin.50,47_bin.30,99.0428,922,1237
44_bin.50,47_bin.61,76.4232,252,1237
44_bin.50,48_bin.50,99.6394,1118,1237
44_bin.50,48_bin.65,76.33,253,1237
44_bin.50,49_bin.10,99.6492,1118,1237
44_bin.50,49_bin.68,75.7539,55,1237
44_bin.50,49_bin.94,76.1844,192,1237
44_bin.50,50_bin.1,75.7601,96,1237
45_bin.16,11_bin.53,75.636,54,838
45_bin.16,21_bin.10,75.3414,76,838
45_bin.16,21_bin.47,75.6186,107,838
45_bin.16,22_bin.14,75.7071,98,838
45_bin.16,23_bin.50,75.6095,101,838
45_bin.16,24_bin.42,75.5104,76,838
45_bin.16,24_bin.63,75.6719,100,838
45_bin.16,24_bin.64,75.4008,73,838
45_bin.16,25_bin.7,98.7117,645,838
45_bin.16,26_bin.9,75.4768,101,838
45_bin.16,27_bin.15,75.6395,109,838
45_bin.16,28_bin.46,75.4145,74,838
45_bin.16,28_bin.47,75.6454,104,838
45_bin.16,29_bin.22,75.4367,94,838
45_bin.16,29_bin.35,75.611,104,838
45_bin.16,29_bin.53,75.2921,72,838
45_bin.16,31_bin.18,75.3734,77,838
45_bin.16,31_bin.4,75.6126,107,838
45_bin.16,32_bin.53,75.7158,102,838
45_bin.16,34_bin.29,75.5108,99,838
45_bin.16,34_bin.2,75.3817,76,838
45_bin.16,36_bin.22,75.231,56,838
45_bin.16,36_bin.39,75.6472,106,838
45_bin.16,37_bin.57,75.6784,100,838
45_bin.16,38_bin.9,75.4114,107,838
45_bin.16,39_bin.35,75.6177,104,838
45_bin.16,39_bin.46,75.1868,72,838
45_bin.16,40_bin.5,98.4838,572,838
45_bin.16,41_bin.32,75.6492,102,838
45_bin.16,41_bin.35,75.3775,71,838
45_bin.16,42_bin.21,75.6268,103,838
45_bin.16,42_bin.6,75.4004,72,838
45_bin.16,43_bin.34,75.3112,73,838
45_bin.16,43_bin.39,75.5883,52,838
45_bin.16,43_bin.59,75.638,105,838
45_bin.16,44_bin.41,75.3479,68,838
45_bin.16,44_bin.50,75.4863,99,838
45_bin.16,45_bin.16,100,821,838
45_bin.16,46_bin.21,75.6562,105,838
45_bin.16,46_bin.56,75.7673,56,838
45_bin.16,46_bin.73,75.3974,73,838
45_bin.16,47_bin.13,75.5919,74,838
45_bin.16,47_bin.30,75.7059,96,838
45_bin.16,47_bin.61,75.3708,75,838
45_bin.16,48_bin.50,75.6703,104,838
45_bin.16,48_bin.65,75.2878,72,838
45_bin.16,49_bin.10,75.6856,99,838
45_bin.16,49_bin.94,75.4856,62,838
45_bin.16,50_bin.1,98.8257,697,838
46_bin.21,11_bin.53,76.2617,207,1266
46_bin.21,21_bin.10,81.2194,300,1266
46_bin.21,21_bin.47,99.7038,1138,1266
46_bin.21,22_bin.14,99.6336,1153,1266
46_bin.21,22_bin.5,77.048,172,1266
46_bin.21,23_bin.50,99.5984,1138,1266
46_bin.21,24_bin.42,79.0437,442,1266
46_bin.21,24_bin.63,99.6434,1157,1266
46_bin.21,24_bin.64,76.4703,256,1266
46_bin.21,25_bin.7,75.8976,91,1266
46_bin.21,26_bin.35,75.5153,64,1266
46_bin.21,26_bin.9,99.7302,1174,1266
46_bin.21,27_bin.15,99.7904,1215,1266
46_bin.21,28_bin.46,76.6054,258,1266
46_bin.21,28_bin.47,99.776,1180,1266
46_bin.21,29_bin.10,75.6012,61,1266
46_bin.21,29_bin.22,80.1064,616,1266
46_bin.21,29_bin.35,99.7614,1164,1266
46_bin.21,29_bin.53,76.93,257,1266
46_bin.21,31_bin.18,76.493,258,1266
46_bin.21,31_bin.4,99.7676,1189,1266
46_bin.21,32_bin.53,99.7056,1161,1266
46_bin.21,34_bin.29,99.7485,1160,1266
46_bin.21,34_bin.2,77.3304,279,1266
46_bin.21,34_bin.7,75.5627,61,1266
46_bin.21,36_bin.22,76.2332,201,1266
46_bin.21,36_bin.32,75.3684,56,1266
46_bin.21,36_bin.39,99.761,1164,1266
46_bin.21,37_bin.57,99.7494,1155,1266
46_bin.21,38_bin.9,99.7218,1174,1266
46_bin.21,39_bin.35,99.6877,1156,1266
46_bin.21,39_bin.46,76.4295,252,1266
46_bin.21,40_bin.5,75.626,79,1266
46_bin.21,41_bin.32,99.7049,1172,1266
46_bin.21,41_bin.35,76.54,264,1266
46_bin.21,41_bin.37,75.5206,64,1266
46_bin.21,41_bin.38,75.8658,82,1266
46_bin.21,41_bin.76,76.1548,175,1266
46_bin.21,42_bin.21,99.7481,1144,1266
46_bin.21,42_bin.6,76.6953,259,1266
46_bin.21,43_bin.28,75.4785,54,1266
46_bin.21,43_bin.34,76.3773,258,1266
46_bin.21,43_bin.39,76.1602,200,1266
46_bin.21,43_bin.59,99.7512,1168,1266
46_bin.21,44_bin.27,75.5277,64,1266
46_bin.21,44_bin.41,76.5299,223,1266
46_bin.21,44_bin.50,99.7232,1140,1266
46_bin.21,45_bin.16,75.9412,99,1266
46_bin.21,46_bin.21,100,1255,1266
46_bin.21,46_bin.56,76.1607,173,1266
46_bin.21,46_bin.59,75.5332,55,1266
46_bin.21,46_bin.73,78.708,456,1266
46_bin.21,47_bin.13,78.9066,474,1266
46_bin.21,47_bin.30,99.1184,920,1266
46_bin.21,47_bin.61,76.5105,253,1266
46_bin.21,48_bin.50,99.6396,1125,1266
46_bin.21,48_bin.65,76.3911,253,1266
46_bin.21,49_bin.10,99.7083,1140,1266
46_bin.21,49_bin.68,75.5231,56,1266
46_bin.21,49_bin.94,76.3673,192,1266
46_bin.21,50_bin.1,75.834,91,1266
46_bin.56,11_bin.53,79.9631,246,1028
46_bin.56,21_bin.10,79.663,311,1028
46_bin.56,21_bin.47,76.1387,181,1028
46_bin.56,22_bin.14,76.2695,183,1028
46_bin.56,22_bin.5,79.4111,203,1028
46_bin.56,23_bin.50,76.2925,175,1028
46_bin.56,24_bin.42,76.4191,150,1028
46_bin.56,24_bin.63,76.2782,182,1028
46_bin.56,24_bin.64,79.8328,311,1028
46_bin.56,25_bin.7,75.8222,52,1028
46_bin.56,26_bin.35,75.7826,56,1028
46_bin.56,26_bin.9,76.1383,178,1028
46_bin.56,27_bin.15,76.2032,188,1028
46_bin.56,28_bin.46,79.6543,318,1028
46_bin.56,28_bin.47,76.195,185,1028
46_bin.56,29_bin.10,75.7832,60,1028
46_bin.56,29_bin.22,76.4559,198,1028
46_bin.56,29_bin.35,76.2163,180,1028
46_bin.56,29_bin.53,79.6908,304,1028
46_bin.56,31_bin.18,79.8001,313,1028
46_bin.56,31_bin.4,76.2368,183,1028
46_bin.56,32_bin.53,76.2833,175,1028
46_bin.56,34_bin.28,76.3909,104,1028
46_bin.56,34_bin.29,76.1743,173,1028
46_bin.56,34_bin.2,79.743,317,1028
46_bin.56,34_bin.7,75.7472,57,1028
46_bin.56,36_bin.22,79.7257,248,1028
46_bin.56,36_bin.32,75.5448,52,1028
46_bin.56,36_bin.39,76.2452,182,1028
46_bin.56,37_bin.57,76.2134,179,1028
46_bin.56,38_bin.9,76.1362,179,1028
46_bin.56,39_bin.35,76.1659,179,1028
46_bin.56,39_bin.46,79.6985,308,1028
46_bin.56,41_bin.32,76.2508,175,1028
46_bin.56,41_bin.35,79.625,315,1028
46_bin.56,41_bin.37,75.8226,58,1028
46_bin.56,41_bin.76,98.8343,715,1028
46_bin.56,42_bin.21,76.1899,177,1028
46_bin.56,42_bin.6,79.8145,310,1028
46_bin.56,43_bin.28,75.5796,52,1028
46_bin.56,43_bin.34,79.6954,316,1028
46_bin.56,43_bin.39,99.0142,808,1028
46_bin.56,43_bin.59,76.1877,178,1028
46_bin.56,44_bin.27,75.8701,54,1028
46_bin.56,44_bin.41,79.5804,290,1028
46_bin.56,44_bin.50,76.1816,170,1028
46_bin.56,46_bin.21,76.2508,179,1028
46_bin.56,46_bin.56,100,1018,1028
46_bin.56,46_bin.59,75.9464,53,1028
46_bin.56,46_bin.73,76.1042,156,1028
46_bin.56,47_bin.13,76.3483,154,1028
46_bin.56,47_bin.30,76.1766,162,1028
46_bin.56,47_bin.61,79.838,317,1028
46_bin.56,48_bin.50,76.2331,175,1028
46_bin.56,48_bin.65,79.8136,310,1028
46_bin.56,49_bin.10,76.226,171,1028
46_bin.56,49_bin.68,75.7335,53,1028
46_bin.56,49_bin.94,99.1202,819,1028
